Weight class,fighter1,fighter2,outcome,F1_Str,F2_Str,F1_Td,F2_Td,F1_Kd,F2_Kd,F1_Sub,F2_Sub
Welterweight,Mike Swick,Jonathan Goulet,fighter1,7,1,0,0,1,0,0,0
Light Heavyweight,Steve Cantwell,Razak Al-Hassan,fighter1,15,13,1,0,0,0,1,0
Middleweight,Tim Credeur,Nate Loughran,fighter1,52,25,1,0,0,0,0,0
Lightweight,Jim Miller,Matt Wiman,fighter1,61,20,4,1,0,0,2,0
Catch Weight,Luigi Fioravanti,Brodie Farber,fighter1,30,10,8,1,0,0,5,1
Welterweight,Steve Bruno,Johnny Rees,fighter1,10,36,3,1,0,0,1,0
Welterweight,Ben Saunders,Brandon Wolff,fighter1,42,0,0,0,1,0,0,0
Lightweight,Dale Hartt,Corey Hill,fighter1,8,8,0,2,0,0,0,0
Heavyweight,Justin McCully,Eddie Sanchez,fighter1,40,42,1,0,1,1,0,0
Heavyweight,Brock Lesnar,Randy Couture,fighter1,31,11,2,1,1,0,0,0
Lightweight,Kenny Florian,Joe Stevenson,fighter1,17,6,1,1,0,0,1,0
Welterweight,Dustin Hazelett,Tamdan McCrory,fighter1,10,15,0,0,0,0,3,0
Heavyweight,Gabriel Gonzaga,Josh Hendricks,fighter1,12,1,0,0,1,0,0,0
Middleweight,Demian Maia,Nate Quarry,fighter1,2,0,1,0,0,0,1,0
Lightweight,Aaron Riley,Jorge Gurgel,fighter1,98,70,1,1,0,0,0,0
Lightweight,Jeremy Stephens,Rafael Dos Anjos,fighter1,22,9,0,4,1,0,0,2
Lightweight,Mark Bocek,Alvin Robinson,fighter1,21,5,1,0,0,0,6,0
Welterweight,Matt Brown,Ryan Thomas,fighter1,15,15,1,5,0,0,3,0
Middleweight,Anderson Silva,Patrick Cote,fighter1,29,16,1,0,0,0,0,0
Welterweight,Thiago Alves,Josh Koscheck,fighter1,80,39,0,0,2,0,0,0
Lightweight,Gray Maynard,Rich Clementi,fighter1,22,7,5,0,0,0,2,0
Heavyweight,Junior Dos Santos,Fabricio Werdum,fighter1,7,6,0,0,1,0,0,0
Lightweight,Sean Sherk,Tyson Griffin,fighter1,92,74,3,0,0,0,0,0
Middleweight,Thales Leites,Drew McFedries,fighter1,0,1,1,0,0,0,1,0
Lightweight,Spencer Fisher,Shannon Gugerty,fighter1,30,28,0,2,1,0,2,1
Middleweight,Dan Miller,Matt Horwich,fighter1,31,15,6,0,0,0,0,5
Lightweight,Hermes Franca,Marcus Aurelio,fighter1,60,40,0,1,0,0,0,0
Welterweight,Pete Sell,Joshua Burkman,fighter1,65,50,1,4,0,0,1,0
Middleweight,Michael Bisping,Chris Leben,fighter1,70,51,1,1,0,0,0,0
Light Heavyweight,Keith Jardine,Brandon Vera,fighter1,50,48,2,1,1,1,0,0
Light Heavyweight,Luiz Cane,Rameau Thierry Sokoudjou,fighter1,41,28,0,0,1,0,0,0
Welterweight,Chris Lytle,Paul Taylor,fighter1,102,85,2,0,0,0,0,0
Welterweight,Marcus Davis,Paul Kelly,fighter1,25,3,1,1,0,0,1,1
Welterweight,Dan Hardy,Akihiro Gono,fighter1,57,56,0,3,0,0,0,0
Heavyweight,Shane Carwin,Neil Wain,fighter1,13,4,1,0,0,0,0,0
Lightweight,David Bielkheden,Jess Liaudin,fighter1,36,12,7,1,0,0,0,2
Lightweight,Terry Etim,Sam Stout,fighter1,69,55,0,1,0,0,0,0
Lightweight,Jim Miller,David Baron,fighter1,15,7,5,0,0,0,5,1
Lightweight,Per Eklund,Samy Schiavo,fighter1,31,23,1,1,0,0,5,1
Lightweight,Nate Diaz,Josh Neer,fighter1,40,26,5,4,0,0,0,4
Lightweight,Clay Guida,Mac Danzig,fighter1,43,36,10,1,0,0,0,0
Middleweight,Alan Belcher,Ed Herman,fighter1,54,43,0,5,0,0,0,2
Light Heavyweight,Eric Schafer,Houston Alexander,fighter1,24,12,1,0,0,0,2,0
Middleweight,Alessio Sakara,Joe Vedepo,fighter1,7,7,0,0,1,0,0,0
Middleweight,Wilson Gouveia,Ryan Jensen,fighter1,8,30,1,2,0,0,2,0
Lightweight,Joe Lauzon,Kyle Bradley,fighter1,23,18,1,0,0,0,2,0
Light Heavyweight,Jason Brilz,Brad Morris,fighter1,34,4,1,0,0,0,1,0
Middleweight,Mike Massenzio,Drew McFedries,fighter1,0,3,1,0,0,0,1,1
Middleweight,Dan Miller,Rob Kimmons,fighter1,0,0,0,0,0,0,2,0
Light Heavyweight,Rashad Evans,Chuck Liddell,fighter1,13,10,0,0,1,0,0,0
Light Heavyweight,Rich Franklin,Matt Hamill,fighter1,71,13,0,1,1,0,0,0
Middleweight,Dan Henderson,Rousimar Palhares,fighter1,42,27,0,2,1,0,0,1
Middleweight,Nate Marquardt,Martin Kampmann,fighter1,22,1,0,0,1,0,0,0
Welterweight,Dong Hyun Kim,Matt Brown,fighter1,12,48,3,1,0,0,1,2
Lightweight,Kurt Pellegrino,Thiago Tavares,fighter1,61,18,1,1,2,0,1,0
Light Heavyweight,Tim Boetsch,Michael Patt,fighter1,15,9,0,0,1,0,0,0
Middleweight,Jason MacDonald,Jason Lambert,fighter1,10,1,2,0,0,0,1,2
Welterweight,Ryo Chonan,Roan Carneiro,fighter1,23,18,0,2,0,0,0,1
Welterweight,Georges St-Pierre,Jon Fitch,fighter1,131,37,7,0,3,0,1,0
Heavyweight,Brock Lesnar,Heath Herring,fighter1,45,9,5,0,1,0,1,0
Lightweight,Rob Emerson,Manvel Gamburyan,fighter1,3,0,0,0,1,0,0,0
Lightweight,Kenny Florian,Roger Huerta,fighter1,51,33,5,0,0,0,0,0
Middleweight,Demian Maia,Jason MacDonald,fighter1,30,7,2,0,0,0,3,4
Welterweight,Tamdan McCrory,Luke Cummo,fighter1,26,11,4,1,0,0,7,1
Heavyweight,Cheick Kongo,Dan Evensen,fighter1,23,2,2,0,1,0,0,2
Light Heavyweight,Jon Jones,Andre Gusmao,fighter1,42,34,2,0,0,0,0,0
Welterweight,Chris Wilson,Steve Bruno,fighter1,47,5,2,1,3,0,2,0
Welterweight,Ben Saunders,Ryan Thomas,fighter1,41,12,1,0,1,0,2,2
Light Heavyweight,Anderson Silva,James Irvin,fighter1,13,0,0,0,1,0,0,0
Light Heavyweight,Brandon Vera,Reese Andy,fighter1,38,30,2,1,0,0,0,0
Lightweight,Frankie Edgar,Hermes Franca,fighter1,69,18,10,0,0,0,0,1
Heavyweight,Cain Velasquez,Jake O'Brien,fighter1,24,1,1,0,0,0,0,0
Welterweight,Kevin Burns,Anthony Johnson,fighter1,37,51,0,5,0,0,0,0
Middleweight,CB Dollaway,Jesse Taylor,fighter1,4,4,0,1,0,0,2,0
Middleweight,Tim Credeur,Cale Yarbrough,fighter1,19,6,0,0,1,0,0,0
Welterweight,Rory Markham,Brodie Farber,fighter1,6,18,0,0,1,0,0,0
Middleweight,Nate Loughran,Johnny Rees,fighter1,1,7,0,0,0,0,2,0
Welterweight,Brad Blackburn,James Giboo,fighter1,53,9,0,0,4,0,0,0
Lightweight,Shannon Gugerty,Dale Hartt,fighter1,3,1,1,0,0,0,2,2
Light Heavyweight,Forrest Griffin,Quinton Jackson,fighter1,77,50,0,0,0,1,3,0
Middleweight,Patrick Cote,Ricardo Almeida,fighter1,24,26,0,2,0,0,0,2
Lightweight,Joe Stevenson,Gleison Tibau,fighter1,12,4,1,5,1,0,2,1
Welterweight,Josh Koscheck,Chris Lytle,fighter1,38,16,2,0,0,0,0,5
Lightweight,Tyson Griffin,Marcus Aurelio,fighter1,92,20,3,0,0,0,0,1
Heavyweight,Gabriel Gonzaga,Justin McCully,fighter1,6,2,1,0,0,0,1,0
Lightweight,Cole Miller,Jorge Gurgel,fighter1,41,54,1,3,0,0,2,0
Lightweight,Melvin Guillard,Dennis Siver,fighter1,10,0,0,0,2,0,0,0
Lightweight,Justin Buchholz,Corey Hill,fighter1,24,34,0,2,0,0,1,0
Middleweight,Kendall Grove,Evan Tanner,fighter1,59,27,0,3,0,0,1,0
Middleweight,Amir Sadollah,CB Dollaway,fighter1,2,6,0,1,0,0,2,0
Welterweight,Diego Sanchez,Luigi Fioravanti,fighter1,51,27,0,1,2,0,1,1
Lightweight,Spencer Fisher,Jeremy Stephens,fighter1,56,23,1,2,0,0,0,3
Middleweight,Matthew Riddle,Dante Rivera,fighter1,60,34,5,0,0,0,2,0
Welterweight,Dustin Hazelett,Joshua Burkman,fighter1,13,34,1,1,0,0,3,0
Middleweight,Drew McFedries,Marvin Eastman,fighter1,19,3,1,1,1,0,0,0
Welterweight,Matt Brown,Matt Arroyo,fighter1,32,26,0,2,0,0,1,0
Middleweight,Dean Lister,Jeremy Horn,fighter1,6,2,1,0,0,0,1,0
Middleweight,Rob Kimmons,Rob Yundt,fighter1,9,5,1,1,0,0,4,0
Welterweight,Thiago Alves,Matt Hughes,fighter1,10,9,1,1,1,0,0,0
Middleweight,Michael Bisping,Jason Day,fighter1,25,7,2,0,0,0,0,0
Welterweight,Mike Swick,Marcus Davis,fighter1,32,31,2,3,0,0,1,2
Middleweight,Thales Leites,Nate Marquardt,fighter1,13,35,0,5,1,0,2,0
Heavyweight,Fabricio Werdum,Brandon Vera,fighter1,15,15,2,0,0,0,0,0
Middleweight,Martin Kampmann,Jorge Rivera,fighter1,4,2,1,0,0,0,2,1
Lightweight,Matt Wiman,Thiago Tavares,fighter1,18,13,2,1,1,0,1,3
Welterweight,Kevin Burns,Roan Carneiro,fighter1,8,12,0,2,0,0,1,0
Light Heavyweight,Luiz Cane,Jason Lambert,fighter1,15,8,0,0,3,0,0,0
Welterweight,Paul Taylor,Jess Liaudin,fighter1,45,35,1,7,1,0,0,1
Heavyweight,Antoni Hardonk,Eddie Sanchez,fighter1,48,33,0,2,1,2,0,0
Lightweight,BJ Penn,Sean Sherk,fighter1,122,46,0,0,1,0,0,0
Light Heavyweight,Wanderlei Silva,Keith Jardine,fighter1,11,1,0,0,2,0,0,0
Light Heavyweight,Goran Reljic,Wilson Gouveia,fighter1,33,33,0,0,1,1,0,0
Light Heavyweight,Lyoto Machida,Tito Ortiz,fighter1,41,16,1,0,1,0,0,2
Light Heavyweight,Thiago Silva,Antonio Mendes,fighter1,19,5,0,1,0,1,1,0
Middleweight,Rousimar Palhares,Ivan Salaverry,fighter1,0,1,1,0,0,0,3,0
Light Heavyweight,Rameau Thierry Sokoudjou,Kazuhiro Nakamura,fighter1,26,6,0,0,1,0,0,0
Lightweight,Rich Clementi,Terry Etim,fighter1,20,23,4,0,0,1,0,1
Welterweight,Yoshiyuki Yoshida,War Machine,fighter1,1,1,1,0,0,0,1,0
Welterweight,Dong Hyun Kim,Jason Tan,fighter1,77,2,3,0,0,0,0,0
Heavyweight,Shane Carwin,Christian Wellisch,fighter1,5,2,0,0,1,0,0,0
Welterweight,Georges St-Pierre,Matt Serra,fighter1,42,3,4,0,0,0,0,0
Middleweight,Rich Franklin,Travis Lutter,fighter1,28,1,0,1,1,0,0,1
Middleweight,Nate Quarry,Kalib Starnes,fighter1,84,12,0,1,0,0,0,0
Middleweight,Michael Bisping,Charles McCarthy,fighter1,39,1,0,1,1,0,0,1
Lightweight,Mac Danzig,Mark Bocek,fighter1,46,22,1,3,1,0,2,0
Middleweight,Jason MacDonald,Joe Doerksen,fighter1,13,4,1,1,0,0,2,3
Middleweight,Jason Day,Alan Belcher,fighter1,29,3,0,1,0,0,0,0
Middleweight,Demian Maia,Ed Herman,fighter1,15,15,1,1,0,0,3,0
Lightweight,Rich Clementi,Sam Stout,fighter1,40,48,3,0,0,0,3,0
Heavyweight,Cain Velasquez,Brad Morris,fighter1,36,1,0,0,3,0,0,0
Welterweight,Jonathan Goulet,Kuniyoshi Hironaka,fighter1,31,21,0,1,2,1,0,0
Lightweight,Kenny Florian,Joe Lauzon,fighter1,35,5,2,2,0,0,0,2
Lightweight,Gray Maynard,Frankie Edgar,fighter1,19,26,9,1,0,0,0,0
Welterweight,Thiago Alves,Karo Parisyan,fighter1,17,10,0,1,1,0,0,0
Light Heavyweight,Matt Hamill,Tim Boetsch,fighter1,31,18,1,0,0,0,0,0
Lightweight,Nate Diaz,Kurt Pellegrino,fighter1,6,20,1,3,0,0,1,0
Light Heavyweight,James Irvin,Houston Alexander,fighter1,3,0,0,0,1,0,0,0
Lightweight,Josh Neer,Din Thomas,fighter1,80,20,3,2,0,0,0,0
Lightweight,Marcus Aurelio,Ryan Roberts,fighter1,6,0,0,0,1,0,1,0
Lightweight,Manvel Gamburyan,Jeff Cox,fighter1,3,2,1,0,0,0,1,0
Lightweight,Clay Guida,Samy Schiavo,fighter1,11,4,1,0,0,0,0,0
Welterweight,George Sotiropoulos,Roman Mitichyan,fighter1,21,2,3,0,0,0,3,0
Welterweight,Anthony Johnson,Tommy Speer,fighter1,15,0,0,0,1,0,0,0
Middleweight,Anderson Silva,Dan Henderson,fighter1,47,20,0,1,0,0,1,0
Heavyweight,Heath Herring,Cheick Kongo,fighter1,57,45,3,5,1,0,0,0
Middleweight,Chris Leben,Alessio Sakara,fighter1,24,13,0,0,1,0,0,0
Middleweight,Yushin Okami,Evan Tanner,fighter1,26,19,0,1,2,0,0,0
Welterweight,Jon Fitch,Chris Wilson,fighter1,40,22,4,0,0,0,0,1
Heavyweight,Andrei Arlovski,Jake O'Brien,fighter1,14,4,1,2,0,0,0,0
Welterweight,Luigi Fioravanti,Luke Cummo,fighter1,32,16,13,0,0,0,0,0
Welterweight,Josh Koscheck,Dustin Hazelett,fighter1,24,20,1,0,1,0,0,2
Welterweight,Diego Sanchez,David Bielkheden,fighter1,24,1,1,0,0,0,0,0
Lightweight,Jorge Gurgel,John Halverson,fighter1,68,44,1,0,0,0,0,2
Heavyweight,Antonio Rodrigo Nogueira,Tim Sylvia,fighter1,28,53,2,0,0,1,1,0
Heavyweight,Frank Mir,Brock Lesnar,fighter1,2,16,0,1,0,0,3,0
Middleweight,Nate Marquardt,Jeremy Horn,fighter1,22,5,2,1,1,0,1,1
Middleweight,Ricardo Almeida,Rob Yundt,fighter1,4,2,1,0,0,0,1,0
Lightweight,Tyson Griffin,Gleison Tibau,fighter1,60,23,0,6,0,0,0,0
Welterweight,Chris Lytle,Kyle Bradley,fighter1,12,0,0,0,1,0,0,0
Light Heavyweight,Tim Boetsch,David Heath,fighter1,42,7,1,0,0,0,0,0
Middleweight,Marvin Eastman,Terry Martin,fighter1,40,50,1,1,0,0,0,0
Lightweight,Rob Emerson,Keita Nakamura,fighter1,81,57,0,4,0,1,0,0
Welterweight,Mike Swick,Joshua Burkman,fighter1,54,39,0,1,0,0,0,0
Middleweight,Patrick Cote,Drew McFedries,fighter1,14,8,0,0,1,0,0,0
Lightweight,Thiago Tavares,Michihiro Omigawa,fighter1,19,11,7,1,0,0,0,2
Lightweight,Nate Diaz,Alvin Robinson,fighter1,3,2,2,0,0,0,2,2
Lightweight,Kurt Pellegrino,Alberto Crane,fighter1,23,4,1,0,0,1,0,2
Lightweight,Gray Maynard,Dennis Siver,fighter1,26,16,2,1,1,0,3,0
Lightweight,Jeremy Stephens,Cole Miller,fighter1,30,5,1,0,1,0,0,3
Lightweight,Corey Hill,Joe Veres,fighter1,29,0,0,0,0,0,0,0
Lightweight,Matt Wiman,Justin Buchholz,fighter1,6,3,1,0,0,0,3,0
Lightweight,BJ Penn,Joe Stevenson,fighter1,41,17,0,0,2,0,1,0
Heavyweight,Fabricio Werdum,Gabriel Gonzaga,fighter1,46,19,0,3,0,0,0,0
Welterweight,Marcus Davis,Jess Liaudin,fighter1,5,4,0,0,1,0,0,0
Light Heavyweight,Wilson Gouveia,Jason Lambert,fighter1,5,27,0,1,1,0,4,0
Middleweight,Jorge Rivera,Kendall Grove,fighter1,28,0,1,0,1,0,0,0
Heavyweight,Antoni Hardonk,Colin Robinson,fighter1,5,0,0,0,1,0,0,0
Welterweight,Paul Kelly,Paul Taylor,fighter1,70,43,3,1,0,0,0,3
Light Heavyweight,Alessio Sakara,James Lee,fighter1,8,0,0,2,0,0,0,0
Lightweight,Sam Stout,Per Eklund,fighter1,33,20,0,2,0,0,0,1
Welterweight,Georges St-Pierre,Matt Hughes,fighter1,28,5,3,0,0,0,3,0
Light Heavyweight,Chuck Liddell,Wanderlei Silva,fighter1,58,44,2,0,0,1,0,0
Heavyweight,Eddie Sanchez,Soa Palelei,fighter1,52,21,1,1,0,0,0,0
Light Heavyweight,Lyoto Machida,Rameau Thierry Sokoudjou,fighter1,21,6,0,2,1,0,5,2
Lightweight,Rich Clementi,Melvin Guillard,fighter1,6,5,2,1,0,0,2,0
Light Heavyweight,James Irvin,Luiz Cane,fighter1,5,9,0,1,0,0,0,0
Lightweight,Manvel Gamburyan,Nate Mohr,fighter1,3,2,1,0,0,0,1,0
Middleweight,Dean Lister,Jordan Radev,fighter1,31,20,2,0,0,0,0,0
Welterweight,Roan Carneiro,Tony DeSouza,fighter1,24,9,3,0,0,0,2,1
Lightweight,Mark Bocek,Doug Evans,fighter1,26,22,7,1,0,0,0,1
Lightweight,Roger Huerta,Clay Guida,fighter1,31,47,0,6,0,1,3,1
Welterweight,Mac Danzig,Tommy Speer,fighter1,10,4,1,0,0,0,1,0
Welterweight,War Machine,Jared Rollins,fighter1,29,40,1,2,0,1,0,1
Welterweight,George Sotiropoulos,Billy Miles,fighter1,2,0,0,0,0,0,1,0
Welterweight,Ben Saunders,Dan Barrera,fighter1,18,12,0,1,0,0,4,0
Welterweight,Troy Mandaloniz,Richie Hightower,fighter1,30,20,0,1,1,0,0,0
Welterweight,Matt Arroyo,John Kolosci,fighter1,4,1,0,0,0,0,5,0
Welterweight,Roman Mitichyan,Dorian Price,fighter1,0,0,1,0,0,0,1,0
Welterweight,Jonathan Goulet,Paul Georgieff,fighter1,11,12,3,0,0,0,1,0
Light Heavyweight,Rashad Evans,Michael Bisping,fighter1,23,40,6,2,0,0,0,0
Light Heavyweight,Thiago Silva,Houston Alexander,fighter1,22,2,1,1,0,0,0,0
Welterweight,Karo Parisyan,Ryo Chonan,fighter1,49,35,7,0,0,0,0,0
Middleweight,Ed Herman,Joe Doerksen,fighter1,43,9,2,1,1,0,0,3
Lightweight,Frankie Edgar,Spencer Fisher,fighter1,42,6,8,0,0,0,0,0
Welterweight,Thiago Alves,Chris Lytle,fighter1,39,42,0,1,1,0,0,0
Lightweight,Joe Lauzon,Jason Reinhardt,fighter1,5,1,1,0,0,0,1,0
Lightweight,Marcus Aurelio,Luke Caudillo,fighter1,20,6,1,0,0,0,0,0
Welterweight,Akihiro Gono,Tamdan McCrory,fighter1,27,31,1,0,1,0,1,0
Middleweight,Anderson Silva,Rich Franklin,fighter1,39,22,0,1,3,0,0,0
Heavyweight,Tim Sylvia,Brandon Vera,fighter1,68,58,0,1,0,0,0,0
Lightweight,Alvin Robinson,Jorge Gurgel,fighter1,44,3,2,0,0,0,1,0
Light Heavyweight,Stephan Bonnar,Eric Schafer,fighter1,30,13,0,1,0,0,0,1
Middleweight,Alan Belcher,Kalib Starnes,fighter1,57,40,0,1,0,0,0,0
Middleweight,Yushin Okami,Jason MacDonald,fighter1,41,25,1,0,0,0,1,0
Middleweight,Demian Maia,Ryan Jensen,fighter1,3,2,2,0,0,0,1,0
Welterweight,Joshua Burkman,Forrest Petz,fighter1,44,65,3,0,1,0,2,0
Lightweight,Matt Grice,Jason Black,fighter1,44,10,3,0,1,0,0,7
Light Heavyweight,Keith Jardine,Chuck Liddell,fighter1,83,31,0,0,1,0,0,0
Light Heavyweight,Forrest Griffin,Mauricio Rua,fighter1,66,27,2,5,0,0,3,0
Welterweight,Jon Fitch,Diego Sanchez,fighter1,25,11,3,2,0,0,0,5
Light Heavyweight,Lyoto Machida,Kazuhiro Nakamura,fighter1,70,15,2,2,0,0,1,0
Lightweight,Tyson Griffin,Thiago Tavares,fighter1,29,6,2,4,0,0,1,4
Welterweight,Rich Clementi,Anthony Johnson,fighter1,12,22,1,1,0,1,2,3
Lightweight,Jeremy Stephens,Diego Saraiva,fighter1,50,11,2,0,0,0,0,2
Heavyweight,Christian Wellisch,Scott Junk,fighter1,6,17,1,0,0,0,2,0
Lightweight,Matt Wiman,Michihiro Omigawa,fighter1,59,33,4,1,0,0,0,1
Lightweight,Kenny Florian,Din Thomas,fighter1,27,3,2,0,0,0,1,0
Middleweight,Chris Leben,Terry Martin,fighter1,53,45,0,4,1,0,1,0
Lightweight,Nate Diaz,Junior Assuncao,fighter1,10,7,1,1,1,0,3,0
Middleweight,Nate Quarry,Pete Sell,fighter1,64,53,0,2,1,1,0,0
Welterweight,Luke Cummo,Edilberto de Oliveira,fighter1,6,5,0,0,1,0,0,0
Lightweight,Cole Miller,Leonard Garcia,fighter1,21,16,1,0,0,0,10,0
Lightweight,Gray Maynard,Joe Veres,fighter1,3,0,0,0,1,0,0,0
Welterweight,Thiago Alves,Kuniyoshi Hironaka,fighter1,48,15,0,2,0,0,0,0
Welterweight,Dustin Hazelett,Jonathan Goulet,fighter1,3,0,0,1,0,0,2,0
Light Heavyweight,Quinton Jackson,Dan Henderson,fighter1,74,60,2,3,1,0,0,3
Light Heavyweight,Michael Bisping,Matt Hamill,fighter1,47,56,0,6,0,0,0,0
Heavyweight,Cheick Kongo,Mirko Filipovic,fighter1,63,15,1,1,0,0,0,0
Welterweight,Marcus Davis,Paul Taylor,fighter1,24,16,1,0,0,1,1,0
Light Heavyweight,Houston Alexander,Alessio Sakara,fighter1,18,1,0,1,1,0,0,0
Lightweight,Gleison Tibau,Terry Etim,fighter1,14,18,7,0,0,0,0,0
Light Heavyweight,Thiago Silva,Tomasz Drwal,fighter1,48,43,0,1,1,0,1,0
Lightweight,Dennis Siver,Naoyuki Kotani,fighter1,28,9,0,0,1,0,0,2
Welterweight,Jess Liaudin,Anthony Torres,fighter1,38,13,0,0,2,0,0,0
Heavyweight,Randy Couture,Gabriel Gonzaga,fighter1,63,11,3,0,0,0,0,1
Welterweight,Georges St-Pierre,Josh Koscheck,fighter1,38,4,2,1,0,0,5,0
Lightweight,Roger Huerta,Alberto Crane,fighter1,26,4,0,0,0,0,0,3
Lightweight,Joe Stevenson,Kurt Pellegrino,fighter1,42,27,3,3,0,0,3,1
Middleweight,Patrick Cote,Kendall Grove,fighter1,20,12,0,0,1,0,1,0
Light Heavyweight,Renato Sobral,David Heath,fighter1,60,6,1,0,0,0,3,0
Heavyweight,Frank Mir,Antoni Hardonk,fighter1,4,1,1,0,0,0,1,0
Middleweight,Thales Leites,Ryan Jensen,fighter1,10,11,3,0,0,0,2,1
Lightweight,Clay Guida,Marcus Aurelio,fighter1,44,40,0,0,2,0,0,0
Lightweight,Kenny Florian,Alvin Robinson,fighter1,20,6,3,1,0,0,0,0
Middleweight,Anderson Silva,Nate Marquardt,fighter1,10,3,1,1,1,0,0,0
Light Heavyweight,Rashad Evans,Tito Ortiz,Draw,19,24,2,3,0,0,0,1
Lightweight,Sean Sherk,Hermes Franca,fighter1,35,6,16,0,0,1,2,3
Heavyweight,Antonio Rodrigo Nogueira,Heath Herring,fighter1,55,31,4,0,0,1,2,0
Light Heavyweight,Stephan Bonnar,Mike Nickels,fighter1,2,2,0,1,0,0,2,0
Lightweight,Jorge Gurgel,Diego Saraiva,fighter1,67,49,0,0,0,0,0,0
Welterweight,Chris Lytle,Jason Gilliam,fighter1,5,3,1,0,0,0,5,0
Lightweight,Frankie Edgar,Mark Bocek,fighter1,31,6,0,0,0,0,0,0
Lightweight,BJ Penn,Jens Pulver,fighter1,23,6,3,0,0,0,3,0
Lightweight,Nate Diaz,Manvel Gamburyan,fighter1,2,16,0,1,0,0,1,1
Middleweight,Thales Leites,Floyd Sword,fighter1,6,3,2,0,0,0,1,0
Lightweight,Roger Huerta,Doug Evans,fighter1,34,20,0,4,0,0,0,0
Lightweight,Joe Lauzon,Brandon Melendez,fighter1,4,6,3,0,0,0,6,0
Lightweight,Cole Miller,Andy Wang,fighter1,12,4,0,0,1,0,0,0
Lightweight,Gray Maynard,Rob Emerson,No contest,20,3,2,1,0,0,1,1
Lightweight,Leonard Garcia,Allen Berube,fighter1,4,4,0,2,0,0,1,1
Lightweight,Matt Wiman,Brian Geraghty,fighter1,21,1,1,0,0,0,0,0
Middleweight,Rich Franklin,Yushin Okami,fighter1,36,17,1,1,0,0,0,3
Light Heavyweight,Forrest Griffin,Hector Ramirez,fighter1,113,20,0,2,0,0,0,0
Middleweight,Jason MacDonald,Rory Singer,fighter1,30,17,2,1,0,0,0,1
Lightweight,Tyson Griffin,Clay Guida,fighter1,50,36,2,4,0,0,2,2
Middleweight,Ed Herman,Scott Smith,fighter1,24,3,3,0,0,0,2,2
Welterweight,Marcus Davis,Jason Tan,fighter1,9,6,0,0,1,0,0,0
Heavyweight,Eddie Sanchez,Colin Robinson,fighter1,41,36,1,1,0,0,0,2
Welterweight,Dustin Hazelett,Stevie Lynch,fighter1,20,7,0,0,0,0,1,0
Lightweight,Spencer Fisher,Sam Stout,fighter1,88,76,0,0,0,0,0,0
Welterweight,Jon Fitch,Roan Carneiro,fighter1,18,4,0,2,0,0,1,1
Middleweight,Drew McFedries,Jordan Radev,fighter1,6,1,0,0,1,0,0,0
Lightweight,Thiago Tavares,Jason Black,fighter1,11,0,2,0,0,0,2,2
Welterweight,Forrest Petz,Luigi Fioravanti,fighter1,40,45,0,0,0,0,0,0
Welterweight,Tamdan McCrory,Pete Spratt,fighter1,8,19,2,0,0,0,2,0
Lightweight,Gleison Tibau,Jeff Cox,fighter1,3,0,0,1,0,0,1,0
Welterweight,Anthony Johnson,Chad Reiner,fighter1,3,2,0,0,1,0,0,0
Lightweight,Nate Mohr,Luke Caudillo,fighter1,70,28,0,0,0,1,0,0
Light Heavyweight,Quinton Jackson,Chuck Liddell,fighter1,6,4,0,0,1,0,0,0
Welterweight,Karo Parisyan,Joshua Burkman,fighter1,54,16,2,2,0,0,0,0
Middleweight,Terry Martin,Ivan Salaverry,fighter1,7,5,1,0,0,0,0,0
Light Heavyweight,Houston Alexander,Keith Jardine,fighter1,17,5,0,0,2,0,0,0
Middleweight,Kalib Starnes,Chris Leben,fighter1,47,44,2,0,0,0,0,0
Light Heavyweight,Thiago Silva,James Irvin,fighter1,1,3,1,0,0,0,0,1
Light Heavyweight,Alan Belcher,Sean Salmon,fighter1,0,1,0,0,0,0,1,0
Lightweight,Din Thomas,Jeremy Stephens,fighter1,10,7,1,0,0,0,2,0
Light Heavyweight,Wilson Gouveia,Carmelo Marrero,fighter1,18,1,0,0,1,0,1,0
Heavyweight,Gabriel Gonzaga,Mirko Filipovic,fighter1,19,1,1,0,1,0,0,0
Heavyweight,Andrei Arlovski,Fabricio Werdum,fighter1,28,23,0,0,1,0,0,0
Light Heavyweight,Michael Bisping,Elvis Sinosic,fighter1,36,8,1,0,0,1,0,2
Light Heavyweight,Lyoto Machida,David Heath,fighter1,67,8,0,0,1,0,1,0
Heavyweight,Cheick Kongo,Assuerio Silva,fighter1,64,13,0,6,0,0,1,0
Lightweight,Terry Etim,Matt Grice,fighter1,5,26,0,1,0,0,3,0
Lightweight,Junior Assuncao,David Lee,fighter1,29,12,0,0,1,0,2,0
Light Heavyweight,Alessio Sakara,Victor Valimaki,fighter1,6,0,0,0,0,0,0,0
Welterweight,Jess Liaudin,Dennis Siver,fighter1,1,2,0,1,0,0,1,0
Welterweight,Paul Taylor,Edilberto de Oliveira,fighter1,78,46,0,0,1,0,0,0
Welterweight,Matt Serra,Georges St-Pierre,fighter1,20,6,0,0,2,0,0,0
Welterweight,Josh Koscheck,Diego Sanchez,fighter1,30,12,1,0,0,0,0,0
Lightweight,Roger Huerta,Leonard Garcia,fighter1,85,29,6,0,0,0,0,2
Middleweight,Yushin Okami,Mike Swick,fighter1,28,28,4,0,0,0,2,0
